"routeid","vehicleid","t1","lon1","lat1","t2","lon2","lat2","bear","tdiff"
1054553,39174,2017-07-21 03:16:51,24.04548,49.81055,2017-07-21 03:17:51,24.0465833,49.807555,166.626905132222,60
1054553,39174,2017-07-21 03:17:51,24.0465833,49.807555,2017-07-21 03:18:51,24.04606,49.8030733,184.309736918725,60
1054553,39174,2017-07-21 03:18:51,24.04606,49.8030733,2017-07-21 03:19:51,24.049405,49.798255,155.862104829715,60
1054553,39174,2017-07-21 03:19:51,24.049405,49.798255,2017-07-21 03:20:51,24.0523533,49.79678,127.776385412737,60
1054553,39174,2017-07-21 03:20:51,24.0523533,49.79678,2017-07-21 03:21:51,24.0561883,49.7946633,130.530390562426,60
1054553,39174,2017-07-21 03:21:51,24.0561883,49.7946633,2017-07-21 03:22:51,24.05857,49.7911316,156.473374262294,60
1054553,39174,2017-07-21 03:22:51,24.05857,49.7911316,2017-07-21 03:23:51,24.0586833,49.7880016,178.661234409028,60
1054553,39174,2017-07-21 03:23:51,24.0586833,49.7880016,2017-07-21 03:24:51,24.0587183,49.7854516,179.492264691276,60
1054553,39174,2017-07-21 03:24:51,24.0587183,49.7854516,2017-07-21 03:25:51,24.05877,49.7852816,168.891032030685,60
1054553,39174,2017-07-21 03:25:51,24.05877,49.7852816,2017-07-21 03:26:51,24.05877,49.7852816,0,60
1054553,39174,2017-07-21 03:26:51,24.05877,49.7852816,2017-07-21 03:27:51,24.05877,49.7852816,0,60
1054553,39174,2017-07-21 03:27:51,24.05877,49.7852816,2017-07-21 03:28:51,24.05877,49.7852816,0,60
1054553,39174,2017-07-21 03:28:51,24.05877,49.7852816,2017-07-21 03:29:54,24.05877,49.7852816,0,63
1054553,39174,2017-07-21 03:29:54,24.05877,49.7852816,2017-07-21 03:30:53,24.059355,49.7854333,68.117697192152,59
1054553,39174,2017-07-21 03:30:53,24.059355,49.7854333,2017-07-21 03:31:51,24.0591283,49.7888016,357.511953693217,58
1054553,39174,2017-07-21 03:31:51,24.0591283,49.7888016,2017-07-21 03:32:51,24.0591433,49.7897133,0.608563123611596,60
1054553,39174,2017-07-21 03:32:51,24.0591433,49.7897133,2017-07-21 03:33:51,24.0576333,49.794615,348.752936977461,60
1054553,39174,2017-07-21 03:33:51,24.0576333,49.794615,2017-07-21 03:34:50,24.0502499,49.7982633,307.436190159274,59
1054553,39174,2017-07-21 03:34:50,24.0502499,49.7982633,2017-07-21 03:35:51,24.0473466,49.8007633,323.146231723843,61
1054553,39174,2017-07-21 03:35:51,24.0473466,49.8007633,2017-07-21 03:36:51,24.0473466,49.8007633,0,60
1054553,39174,2017-07-21 03:36:51,24.0473466,49.8007633,2017-07-21 03:37:51,24.0473466,49.8007633,0,60
1054553,39174,2017-07-21 03:37:51,24.0473466,49.8007633,2017-07-21 03:38:51,24.0473466,49.8007633,0,60
1054553,39174,2017-07-21 03:38:51,24.0473466,49.8007633,2017-07-21 03:39:51,24.0473466,49.8007633,0,60
1054553,39174,2017-07-21 03:39:51,24.0473466,49.8007633,2017-07-21 03:40:51,24.04677,49.8064016,356.224017739118,60
1054553,39174,2017-07-21 03:40:51,24.04677,49.8064016,2017-07-21 03:41:51,24.04677,49.8064016,0,60
1054553,39174,2017-07-21 03:41:51,24.04677,49.8064016,2017-07-21 03:42:51,24.0433416,49.8137116,343.162467980416,60
1054553,39174,2017-07-21 03:42:51,24.0433416,49.8137116,2017-07-21 03:43:51,24.0286316,49.81619,284.639441295079,60
1054553,39174,2017-07-21 03:43:51,24.0286316,49.81619,2017-07-21 03:44:50,24.0286316,49.81619,0,59
